rank_usnews_2025,uni_name,variable,Coded Value,Original Text Segment,Rationale,retrieval_rd1(2025.7.14-7.30),retrieval_rd2(2025.8.1-8.20),retrieval_rd3(8.22-9.21)
,,D2_proactive,1,"Mandatory disabling of the Turnitin AI detector; advocating for the return of ""Pen and Paper"" testing (utilizing Gradescope to combine physical testing with online grading); and suggesting the design of tasks that cannot be completed by AI (e.g., incorporating the latest current events).","Through administrative intervention (disabling detectors) and the restructuring of teaching assessments (returning to paper-and-pen/authentic tasks), a profound shift from ""technological confrontation"" to ""assessment reconfiguration"" has been achieved.",2025/7/24,2025/8/11,2025/9/7
,,D3_responsibility,1, "You are still responsible for the output... Talk to students about why academic integrity matters.","The emphasis on the trust relationship between teachers and students serves as the foundation of integrity, with ultimate responsibility resting on the users.",2025/7/24,2025/8/11,2025/9/7
,,D4_ai_as_aid,1, "Advise Pitt’s faculty about the value of AI tools... design assessments to mitigate academic integrity issues.","View AI as an evolving technology that requires instructional design for coexistence, rather than merely a threat to academic integrity.",2025/7/24,2025/8/11,2025/9/7
56,Leiden University,D1_tech_limit,1,"Pointing out that GenAI generates ""language, not information""; specifically listing sub-categories of ""Bias"": ethnic, gender, demographic, and negativity bias.","It profoundly recognizes the probabilistic nature of LLMs rather than their truth-seeking essence, and provides meticulous warnings regarding algorithmic biases.",2025/7/24,2025/8/11,2025/9/8
,,D2_proactive,1,Distinguishing the boundary between "Machine Translation" and "Rewriting"; prescribing detailed APA/Chicago citation templates; and requiring students to label translated citations as "Translated with the assistance of DeepL.","By incorporating specific citation examples and translation annotation requirements, AI has been integrated into the standard academic training process, achieving a shift in governance.",2025/7/24,2025/8/11,2025/9/8
,,D3_responsibility,1," ""As a student, you have full responsibility for what you submit... independence is key.""","Emphasizing independent verification of learning objective attainment as the core prerequisite for degree conferral, with full responsibility resting on the individual.",2025/7/24,2025/8/11,2025/9/8
,,D4_ai_as_aid,1, "Spelling and grammar checks are generally allowed... machine translation is generally allowed.","It is positioned as an automated auxiliary tool for low-level skills, with the exception of core skill assessments (such as in foreign language majors).",2025/7/24,2025/8/11,2025/9/8
57,University of Munich,D1_tech_limit,1, "Note that the outputs... can be faulty... content may contain plagiarism from training data.","It explicitly warns of the risks of errors in AI outputs, particularly highlighting that AI may inadvertently ""reproduce"" copyrighted content from training datasets, thereby posing plagiarism risks.",2025/7/24,2025/8/12,2025/9/8
,,D2_proactive,1,Advocating for a "Generate and Correct" workflow; requiring the submission of an "Experience Statement" (explaining the choice of model and reflections on use); and distinguishing the disclosure boundary between "Polishing" and "Significant Influence on the Work.","By requiring students to reflect on their usage experiences and standardizing specific interaction patterns, a shift is achieved from mere tool access to the ""management of cognitive processes.""",2025/7/24,2025/8/12,2025/9/8
,,D3_responsibility,1, "A text created with AI that contains plagiarism is considered the user's own plagiarism... students bear full responsibility.","It is explicitly stipulated that plagiarism committed by AI shall be deemed equivalent to plagiarism by the student personally, with no buffer zone in the determination of responsibility.",2025/7/24,2025/8/12,2025/9/8
,,D4_ai_as_aid,1, "Generally permitted... in the interests of technological openness... cannot replace originality.","Positioned as an open technological tool, it aims to assist rather than replace independent thinking, emphasizing a balance between technological openness and individual responsibility.",2025/7/24,2025/8/12,2025/9/8
58,Hong Kong Polytechnic University,D1_tech_limit,1,"Pointing out that AI is a ""probabilistic prediction machine"" rather than a knowledge base; warning that its generated code may contain security vulnerabilities, bugs, or use illegal libraries; and mentioning the risk of ""hidden plagiarism.""","It has achieved a complete transformation from general guidelines to a ""task-oriented"" tiered access system, characterized by a strong capacity for dynamic adjustment.",2025/7/25,2025/8/12,2025/9/9
,,D2_proactive,1,Clearly distinguishing between "AI-generated material" (citation required) and "editorial suggestions/refinements" (no citation required); providing links to 6 citation formats including IEEE and Vancouver; and requiring the completion of an "Honor Declaration.","By precisely defining the various roles of AI in writing and incorporating them into a multi-tiered disclosure framework, a shift in governance has been achieved.",2025/7/25,2025/8/12,2025/9/9
,,D3_responsibility,1, "Students are accountable for their own work... asking GenAI to do the assignment is like asking someone else to do it.","Emphasizing the ownership risks associated with AI-generated content, ""ghostwriting"" is classified as a serious academic misconduct, with full responsibility borne by the student.",2025/7/25,2025/8/12,2025/9/9
,,D4_ai_as_aid,1, "Open and forward-looking stance... positive and creative force in education.","Clearly positioning AI as a proactive source of creativity in education, embracing its potential while establishing integrity boundaries.",2025/7/25,2025/8/12,2025/9/9
59,Free University of Berlin,D1_tech_limit,1,Pointing out that AI must be "Robust"; warning that AI tools may cause harm and violate fairness; and emphasizing that authors must check for factual accuracy and plagiarism.,"It has adopted the EU's ""Trustworthy AI"" framework, elevating the definition of technological risks from simple ""errors"" to the level of ""ethical robustness.""",2025/7/25,2025/8/12,2025/9/9
,,D2_proactive,1,"Absolutely prohibiting AI from being listed as an author; stipulating that even non-published content (e.g., abstracts, drafts, internal communications) must disclose AI usage; and requiring an explanation of ""how it was used"" rather than just ""whether it was used.""","Through stringent publication identity verification and comprehensive transparency requirements (including non-published intermediate stages), a shift has been achieved from behavioral control to governance of the academic production process.",2025/7/25,2025/8/12,2025/9/9
,,D3_responsibility,1, "Authors are fully responsible... liable for violations of good research practice and the ethical principles.","It is explicitly stated that AI cannot bear responsibility or be legally authorized, with the chain of accountability ultimately and exclusively anchored in human authors.",2025/7/25,2025/8/12,2025/9/9
,,D4_ai_as_aid,1,"""Promise a wide range of benefits for society... addresses these risks in relation to scholarly publishing.""","It is characterized as a ""double-edged sword,"" acknowledging its social benefits while imposing strict limitations within the framework of publishing ethics.",2025/7/25,2025/8/12,2025/9/9
60,Ruprecht Karls University Heidelberg,D1_tech_limit,1,"Pointing out risks such as ""AI's lack of reproducibility"", the generation of meaningless or false information, and the lack of cultural context.","It provides a detailed enumeration of 10 potential risks, encompassing in-depth technical and sociological analyses ranging from data quality to educational inequality.",2025/7/25,2025/8/12,2025/9/9
,,D2_proactive,1,"Distinguishing between ""Basic Editing Tools"" (e.g., Word, Endnote) and ""Tools Requiring Disclosure"" (e.g., DeepL, Grammarly); requiring the submission of a ""Prompt Log"" and a ""Declaration of Independence.""","Through the implementation of mandatory technical disclosure checklists (in tabular format) and oral defenses as remedial measures, a shift in governance from outcome management to process transparency has been achieved.",2025/7/25,2025/8/12,2025/9/9
,,D3_responsibility,1,"""Students bear full responsibility for the scholarly quality... confirmed with their signature.""","Through written confirmation, the ultimate responsibility for the accuracy, methodology, and citation of AI-generated content is assigned to students.",2025/7/25,2025/8/12,2025/9/9
,,D4_ai_as_aid,1," ""Recognizes the transformative potential... encourages their thoughtful, ethical and legally compliant integration.""","While some departments impose strict restrictions, the university-level administration positions it as a strategic tool to advance research and teaching transformation.",2025/7/25,2025/8/12,2025/9/9
61,University of Zurich,D1_tech_limit,1,"Evidence: It is noted that GenAI may lead to copyright infringement and data protection violations; the risks associated with the ""selection, adoption, and outcomes"" of its outputs are emphasized.",It identifies the uncertainties in the legal compliance of technology and emphasizes the risks associated with user choices.,2025/7/25,2025/8/12,2025/9/10
,,D2_proactive,1,"Pointing out that GenAI may lead to copyright infringement and data protection violations; and emphasizing the risks associated with the ""selection, adoption, and outcomes"" of its output.","By reconstructing the underlying expressions of academic norms (such as revising the definition of ""independent creation"") and providing multi-scenario annotation templates, a profound shift in governance has been achieved.",2025/7/25,2025/8/12,2025/9/10
,,D3_responsibility,1," ""The person making the declaration bears full responsibility... for the selection, adoption and results.""","The action of ""selecting AI-generated content"" is explicitly defined as the starting point of responsibility, with full accountability resting on the student.",2025/7/25,2025/8/12,2025/9/10
,,D4_ai_as_aid,1,Clearly positioning GenAI as "Aids" (supportive tools); requiring its integration into existing authenticity statement systems; and viewing it as an opportunity to enhance "Media Literacy.",The tool is clearly positioned as both an academic aid and an essential skill for professional preparation.,2025/7/25,2025/8/12,2025/9/10
62,McGill University,D1_tech_limit,1,"""Pointing out that AI generates 'fake references'; warning about its inability to capture the linguistic styles of specific research communities (Wrong target audience); and mentioning environmental impacts.""","It identifies a wide range of risks, from logical fallacies and data fabrication to environmental ethics, demonstrating profound depth.",2025/7/25,2025/8/13,2025/9/10
,,D2_proactive,1,"""Establishing a 'Three-level Risk Matrix': Low/Medium Risk (assistance with polishing), Medium/High Risk (generating personal reference content), and Very High Risk (direct presentation as personal work); clearly distinguishing the boundary between 'Improving Text' and 'Producing Text'.""","Through the risk classification management model, students are provided with clear behavioral guidance, achieving a shift from ""control tools"" to ""behavioral guidance.""",2025/7/25,2025/8/13,2025/9/10
,,D3_responsibility,1, "The student is responsible for the use of that content even if they don't claim it as their own... ownership is key.","It is emphasized that students must be held accountable for any misinformation they generate, even if it is solely for personal reference.",2025/7/25,2025/8/13,2025/9/10
,,D4_ai_as_aid,1,"""Regarding 'Prompt Engineering' as an essential research skill; positioning AI as a 'Smart Assistant' rather than a replacement.""","Embrace the trend of AI skill integration with a positive outlook, while upholding the fundamental standards of educational outcomes.",2025/7/25,2025/8/13,2025/9/10
63,Sorbonne Universite,D1_tech_limit,1,"""Explicitly stating that the hallucination rate of GPT-5 is approximately 11.5%; warning that AI is a probabilistic model rather than truly 'understanding' language; and listing obsolescence, bias, and discrimination risks.""","Specific technical parameters (e.g., hallucination rate) were cited, and the terms ""hallucination"" and ""fabrication"" were precisely defined from a legal perspective, demonstrating a high degree of accuracy.",2025/7/25,2025/8/13,2025/9/10
,,D2_proactive,1,"""Proposing the 'Necessity Principle' (prioritizing physical books for carbon reduction); establishing the 'Value-Added Principle' (students must prove their output surpasses AI); and providing a 4-tier disclosure template (from 'No Use' to 'Substantial Assistance').""","By integrating environmental costs, the legal cognition ladder, and a tiered reporting system, a shift has been achieved from mere prevention of malpractice to comprehensive ethical governance.",2025/7/25,2025/8/13,2025/9/10
,,D3_responsibility,1, "Unjustified appropriation of AI-produced content is treated as counterfeiting or plagiarism... subject to civil and criminal penalties.","The improper appropriation of AI-generated content is not only classified as an academic violation but also legally defined as **""counterfeiting,""** significantly elevating the level of accountability.",2025/7/25,2025/8/13,2025/9/10
,,D4_ai_as_aid,1,"""Regarding AI as a transformative technology requiring framework constraints, but emphasizing that 'legal knowledge is cumulative' and AI cannot bypass foundational learning stages.""",It preserves the solemnity of traditional elite education while acknowledging its rapid integration into legal practice.,2025/7/25,2025/8/13,2025/9/10
64,University of Glasgow,D1_tech_limit,1,"""Pointing out that AI cannot access library paywall resources, thus failing to reach the academic core; warning that AI is merely probabilistic prediction, much like 'mobile phone autocorrect'; and mentioning its inability to provide 'contextualized evaluation'.""",It profoundly reveals the limitations of AI in accessing academic resources and uses the accessible analogy of "auto-correction" to illustrate its non-intelligent nature.,2025/7/25,2025/8/13,2025/9/11
,,D2_proactive,1,"""Categorizing AI citations as 'Personal Communications'; clearly distinguishing between 'Step 1 (Assisted Scanning)' and 'Step 2 (Critical Verification)' workflows; and prohibiting payment for AI services.""","By analogizing AI outputs to unverifiable private communications, an exceptionally stringent transparency standard is established, thereby shifting governance from tool control to evidence flow management.",2025/7/25,2025/8/13,2025/9/11
,,D3_responsibility,1, "Work submitted... is accepted on the understanding that it is the student's own effort... AI results do not meet this.","The scoring is intended to recognize ""individual achievement,"" and AI-generated outputs, by definition, do not meet the scoring criteria. Students bear full responsibility for their submissions.",2025/7/25,2025/8/13,2025/9/11
,,D4_ai_as_aid,1,"""You will graduate into an AI-augmented world... rather than seek to prohibit, we want to support.""","Positioning AI as an essential environment for career preparation, adopting a proactive supportive stance rather than prohibition, and emphasizing the development of ""AI-augmented"" capabilities.",2025/7/25,2025/8/13,2025/9/11
65,University of Texas Austin,D1_tech_limit,1,"""Pointing out that AI has biases and accuracy issues; with a special emphasis on security risks caused by data leaks (Unauthorized access).""",It has meticulously identified the critical flaws of the technology at the "data security" level and holds users accountable for bias and accuracy.,2025/7/25,2025/8/14,2025/9/11
,,D2_proactive,1,"""Launching an 'Approved AI Tools Decision Matrix'; classifying data into three levels: Public, Controlled, and Confidential; strictly prohibiting the input of non-public data into non-contracted AI tools; and mandating 'Software Approval Procedures'.""","By establishing a rigorous ""compliance-decision matrix"" system, AI governance has shifted from pedagogical recommendations to mandatory administrative regulations based on the Information Security Law.",2025/7/25,2025/8/14,2025/9/11
,,D3_responsibility,1," ""Users will be held responsible for all activities conducted using the User’s password or other credentials... review the output for bias, accuracy.""","The logic of accountability is exceptionally rigorous: even if AI outputs erroneous content, because it was generated through the student's active use of their account, the student bears full policy and legal consequences.",2025/7/25,2025/8/14,2025/9/11
,,D4_ai_as_aid,1,Adopting a "Responsible AI-Forward" framework; positioning it as an innovative force requiring "controlled integration.","A proactive stance with a strong emphasis on rules, representing a typical positioning of ""running at full speed within safety guardrails.""",2025/7/25,2025/8/14,2025/9/11
66,Ohio State University,D1_tech_limit,1,Defining AI as an "iterative algorithm based on statistical probability"; pointing out that it generates "probabilistic predictions" rather than understanding; emphasizing its "unfair advantage" for students with easier access to tools.,It not only identifies accuracy risks at the technical level but also recognizes the unfair competition risks arising from the "digital divide" from the perspective of social equity.,2025/7/25,2025/8/14,2025/9/11
,,D2_proactive,1,"Establishing a ""Default-off"" principle (unauthorized use is a violation under COAM policy); providing modular policy language for Creative Writing, Sociology, and Mathematics; introducing the TILT framework (Transparency in Learning and Teaching) to define tasks.","By providing scenario-specific policy templates that can be directly ""copied/pasted,"" we have achieved a shift from vague principle descriptions to concrete teaching practices.",2025/7/25,2025/8/14,2025/9/11
,,D3_responsibility,1, "All errors leading to misunderstandings or lack of clarity... is your responsibility.","It is explicitly stated that students are solely responsible for any errors arising from the use of grammar-checking or translation tools, even when such tools are permitted by instructors.",2025/7/25,2025/8/14,2025/9/11
,,D4_ai_as_aid,1,Viewing AI as a "computing device that accelerates and automates reasoning"; emphasizing that AI compliance is dynamic under different disciplinary goals.,"Positioned pragmatically, it is regarded as a highly context-dependent auxiliary tool.",2025/7/25,2025/8/14,2025/9/11
67,Vanderbilt University,D1_tech_limit,1,Pointing out that AI detectors have "black box" logic (lack of transparent methodology) and severe bias against non-native English speakers; warning that detection tools may violate FERPA privacy protocols,"It profoundly identifies the ethical flaws and legal risks inherent in detection technologies, while explaining from the principles of probability why AI cannot perform self-inspection.",2025/7/26,2025/8/14,2025/9/12
,,D2_proactive,1,"Formally deactivating Turnitin's AI detector; proposing ""Localize assignments,"" ""Scaffolding,"" and ""Personal reflection"" to counteract AI impact; implementing a ""Tacit Transparent Use"" policy: if the instructor does not specify, use is allowed by default but must be disclosed.","By institutionalizing the prohibition of detection tools and providing alternative teaching solutions, a governance shift has been achieved—from ""relying on technology to catch cheating"" to ""improving teaching to prevent cheating.""",2025/7/26,2025/8/14,2025/9/12
,,D3_responsibility,1, "The Honor Council will ask: 'is it more likely than not that this student gave/received unauthorized aid?'... AI detection scores are generally not considered.","Responsibility Determination Returns to the Chain of Evidence: Focus on Logical Inconsistencies, Not Detection Scores. Treat AI as an ""Aid,"" with students bearing full responsibility for the authenticity of their final output.",2025/7/26,2025/8/14,2025/9/12
,,D4_ai_as_aid,1,Emphasizing the enhancement of students' "AI Literacy"; viewing it as an opportunity to bolster the "Credibility of a Vanderbilt degree.","Adopting a proactive stance, we view the challenges posed by AI as a new impetus to refine the century-old tradition of the ""Honor Code.""",2025/7/26,2025/8/14,2025/9/12
68,University of Manchester,D1_tech_limit,1,"Pointing out that AI training data primarily originates from developed nations and selected ethnic/social groups, leading to severe ethnic, social, and cultural biases (Appendix 2); explicitly mentioning ""Export Control"" compliance risks.","The University of Manchester's approach to identifying the root causes of technological bias is highly specific (focusing on geographical and demographic limitations in data sources). Moreover, it is the first to link AI usage with export controls at the national security level, demonstrating remarkable depth.",2025/7/26,2025/8/15,2025/9/12
,,D2_proactive,1,Distinguishing between "Significant Use" and "Productivity Enhancement"; mandating the use of university-licensed Microsoft Copilot (Enterprise) for confidential data; stipulating that AI citations be treated as "Personal Communications"; prohibiting AI as an author.,"By offering controlled enterprise-level AI tools and establishing ""significance"" reporting thresholds, it has achieved a shift from purely academic constraints to comprehensive corporate compliance and evidence flow management.",2025/7/26,2025/8/15,2025/9/12
,,D3_responsibility,1, "All staff and students... are personally responsible for adhering to these [principles]... investigate the reliability of sources.","Emphasizing ""individual accountability,"" particularly that the corresponding author bears ultimate responsibility for all content in the paper, regardless of whether it is generated by AI.",2025/7/26,2025/8/15,2025/9/12
,,D4_ai_as_aid,1,Regarding AI as an "Essential" element for world-leading research; committed to providing "equitable access to tools.","The positioning is highly positive and practical, viewing it as a catalyst for scientific research innovation and institutional operational transformation.",2025/7/26,2025/8/15,2025/9/12
69,Emory University,D1_tech_limit,1,Explicitly pointing out that GenAI tends to produce "Hallucinations"; specifically mentioning the environmental impacts of AI creation and copyright infringement risks in marketing guidelines.,"Emory University is among the few institutions that explicitly address AI energy consumption (environmental impact) in their official policies, and it provides a detailed enumeration of hallucinations as direct evidence of misconduct.",2025/7/26,2025/8/15,2025/9/12
,,D2_proactive,1,Implementing "Scenario-based Governance": allowing polishing and drafting in marketing (human-AI collaboration required) while defaulting to prohibition in academics; requiring students to submit a "Control Group" (original AI output + modified version); prohibiting AI use in crisis communications and personal speeches.,"By requiring students to submit ""revision histories"" and strictly prohibiting the use of AI in ""personal voices,"" the focus of governance has shifted from detecting outcomes to managing transparency in the creative process.",2025/7/26,2025/8/15,2025/9/12
,,D3_responsibility,1, "Student's inability to discuss their own work [is an indicator of violation].","Emory University considers ""oral argumentation skills"" as the ultimate criterion for determining academic integrity: if you can write but cannot articulate clearly, it constitutes suspicion of misconduct.",2025/7/26,2025/8/15,2025/9/12
,,D4_ai_as_aid,1,Regarding AI as a "potential tool to enhance efficiency and effectiveness"; emphasizing its auxiliary role for "Early versions" (preliminary drafting).,"Positioning for balance, emphasizing that ""human refinement"" is the sole ticket to legitimizing AI outputs.",2025/7/26,2025/8/15,2025/9/12
72,University of Maryland College Park,D1_tech_limit,1,"Explicitly identifying that GenAI involves risks in data privacy, intellectual property infringement, and content accuracy; specifically warning against the legal pitfalls of ""Click-through agreements.""",It not only identifies the unreliability of technological outputs but also keenly captures the potential personal legal liability risks that software licensing agreements may pose to faculty and students.,2025/7/26,2025/8/15,2025/9/12
,,D2_proactive,1,Launching university-approved TerpAI tools; establishing data classification access systems (L2/L3 level data strictly prohibited from external AI); suggesting teachers use AI Literacy modules to replace detection tools.,"By offering ""Safe Alternatives (TerpAI)"" and incorporating data classification, AI governance has been successfully integrated into the university's information security operational framework.",2025/7/26,2025/8/15,2025/9/12
,,D3_responsibility,1,"""Anyone using GenAI tools... should take full ownership of the resulting product.""","The core principle is ""Human Oversight,"" which explicitly stipulates that AI-generated outputs cannot serve as the sole basis for decisions or evaluations, with users bearing full responsibility.",2025/7/26,2025/8/15,2025/9/12
,,D4_ai_as_aid,1,"Positioning AI as a force to ""reshape the way knowledge is created, managed, and protected""; committed to eliminating technical access inequalities.","The stance is highly forward-looking, viewing AI as a ""knowledge productivity infrastructure"" that requires universal accessibility.",2025/7/26,2025/8/15,2025/9/12
73,University of Minnesota Twin Cities,D1_tech_limit,1,Explicitly pointing out that AI training data may contain discriminatory biases (DEI risks); specially emphasizing that AI-generated code is strictly prohibited for university IT infrastructure without review by senior technical staff.,It extends technological risks to the security of the underlying IT infrastructure on campus and imposes explicit review requirements for bias risks in image generation.,2025/7/26,2025/8/15,2025/9/13
,,D2_proactive,1,"Providing a data-tool mapping table (e.g., Gemini can handle highly sensitive data while ChatGPT cannot); establishing a ban on ""Clickwrap"" agreements; strictly prohibiting the upload of license-restricted publications (e.g., e-library resources).","Through an officially endorsed toolkit matrix, the vague concept of ""privacy protection"" has been transformed into a concrete ""tool selection checklist,"" achieving a high level of compliance management transfer.",2025/7/26,2025/8/15,2025/9/13
,,D3_responsibility,1,"""AI output should never be your final product."" Pointing out that even when assisting with coding, human experts must remain responsible for security.","Emphasize that AI serves solely as an augmentation tool, not as a replacement. Ultimate accountability for all outputs remains firmly with human users.",2025/7/26,2025/8/15,2025/9/13
,,D4_ai_as_aid,1,"Positioning AI as an ""augmenter rather than a replacement"" for marketing and communications; encouraging its use as an assistant for organizational tasks (e.g., meeting minutes, checklists).",Positioning for balance acknowledges the disruptive potential of AI in workflow efficiency while upholding the authority of humans as "content experts.",2025/7/26,2025/8/15,2025/9/13
74,University of Wisconsin Madison,D1_tech_limit,1,"Warning that AI produces ""False citations""; emphasizing that AI-generated summaries filter out key details of research papers, leading to a fragmented understanding of the scientific landscape","The destructive impact of AI on ""scientific rigor"" has been identified, particularly the threat posed by fabricated literature to the foundation of academia.",2025/7/27,2025/8/15,2025/9/13
,,D2_proactive,1,Establishing a "Mandatory term-reading policy"; proposing a specific "Three-word difference rule"; positioning AI as a "critical evaluator" rather than a "content generator.","Through the highly operational ""Three-Word Principle"" and a black-and-white list comparison of questioning methods (Prompt), governance has shifted from principles to micro-level behavioral operations.",2025/7/27,2025/8/16,2025/9/13
,,D3_responsibility,1,"""You should try and find the primary source when you make a scientific claim."" Requiring all scientific conclusions to be traced back to primary sources.",Clarity of Accountability: AI may only be utilized for explaining concepts and must not be employed to endorse conclusions. Students bear the absolute obligation to verify the authenticity of all cited materials.,2025/7/27,2025/8/16,2025/9/13
,,D4_ai_as_aid,1,"Regarding AI as a ""grammar and style checker"" and ""logical flow organizer""; emphasizing its auxiliary role in understanding complex statistical concepts (e.g., P-values, Bonferroni correction).","It is positioned as a ""24/7 academic coach,"" assisting in the comprehension of complex methodologies, while strictly prohibiting its involvement in the construction of core arguments.",2025/7/27,2025/8/16,2025/9/13
75,University of Groningen,D1_tech_limit,1,Explicitly pointing out that AI poses risks of spreading "Discriminatory information"; warning that AI tools may sell personal data without authorization.,Focus on the social and ethical risks (bias) behind technology and the legal risks associated with data capitalization.,2025/7/27,2025/8/16,2025/9/13
,,D2_proactive,1,Stipulating that AI-assisted behavior is defined as "Fraud" if it hinders the "Assessment of a learning goal"; mandating all software procurement must go through a central application process and consult a Privacy Coordinator.,"The governance focus has shifted from ""prohibiting tools"" to ""protecting the validity of assessments,"" establishing a rigorous and centralized software approval system.",2025/7/27,2025/8/16,2025/9/13
,,D3_responsibility,1,"""Do not let AI make decisions about other people without human intervention."" Stating that humans must intervene between AI output and final decisions.",The principle of "Human Intervention" is emphasized not only in academic writing but also extends to the realms of administrative decision-making and personnel evaluation.,2025/7/27,2025/8/16,2025/9/13
,,D4_ai_as_aid,1,Positioning AI as a tool with "both challenges and opportunities in education"; official web pages state "partially written with AI assistance.","It demonstrates an exceptionally high level of transparency and a leading-by-example stance, acknowledging that AI can assist in drafting syllabi and refining research questions.",2025/7/27,2025/8/16,2025/9/13
76,Erasmus University Rotterdam,D1_tech_limit,1,"Explicitly warning that ""GenAI is not a search engine,"" strictly prohibiting its use for fact retrieval; pointing out that AI output ""resembles texts from others,"" leading to unintentional plagiarism.","It keenly identifies the underlying flaws of generative AI, such as the risk of ""mediocrity"" and the lack of factual accuracy.",2025/7/27,2025/8/16,2025/9/14
,,D2_proactive,1,"Proposing a ""Common Sense Test"": If you wouldn't ask a colleague this, don't ask AI; mandating Microsoft Copilot (with Commercial Data Protection); prohibiting the use of university emails for private AI accounts.","By linking the use of AI to ""professional ethics and common sense"" and directing data flows to commercially protected Copilot, a strategic shift from ""prohibition"" to ""controlled use"" has been achieved.",2025/7/27,2025/8/16,2025/9/14
,,D3_responsibility,1, "You always create and submit your own work... If it is not your own work... then that is fraud.",The accountability logic is exceptionally stringent: it directly equates "non-original content" with **"fraud"** and explicitly asserts that users possess absolute "ownership" and responsibility for the generated text.,2025/7/27,2025/8/16,2025/9/14
,,D4_ai_as_aid,1,"Positioning AI as a ""Sparring partner"" and ""Editor""; emphasizing its value in enhancing creativity, summarizing information, and accessibility/audience adaptation.","The approach is pragmatic, emphasizing that AI is meant to ""augment"" human creativity rather than provide ready-made answers.",2025/7/27,2025/8/16,2025/9/14
77,University of Southern California,D1_tech_limit,1,"Warning that AI detectors cannot definitively identify content and pose ""False positives"" risks, potentially damaging teacher-student trust; pointing out that AI generates ""Fictional sources.""","USC specifically focused on the ethical risks arising from the technical immaturity of the detectors themselves, arguing that such risks could cause irreversible harm to ""innocent students.""",2025/7/27,2025/8/16,2025/9/14
,,D2_proactive,1,Encouraging "Specific Contexts" design to prevent AI cheating; mandating the removal of all PII (Personally Identifiable Information) before uploading student work to detection platforms to comply with FERPA.,"By redesigning assignments (shifting from generic topics to specific contexts), governance strategies have been transitioned from back-end ""enforcement"" to front-end ""prevention.""",2025/7/27,2025/8/16,2025/9/14
,,D3_responsibility,1,"""Relying on evidence created by AI detection tools is insufficient... The instructor’s analysis and contextual understanding... are essential.""","Grant teachers absolute responsibility and authority. The percentage from AI detectors should only serve as ""clues for further review,"" not as evidence; ""human judgment"" is the core of integrity determination.",2025/7/27,2025/8/16,2025/9/14
,,D4_ai_as_aid,1,Categorizing the unauthorized representation of AI-generated content as "Plagiarism"; positioning it as a tool that must be dynamically adjusted according to the course Syllabus.,"Adopting a rigorous attitude, it is emphasized that the use of AI tools must operate within the rule framework established by instructors.",2025/7/27,2025/8/16,2025/9/14
78,Universite Paris Saclay,D1_tech_limit,1,"Explicitly identifying AI as an ""unconscious, unintentional"" tool; warning that it performs poorly in literature suggestions, often ""inventing"" false citations; emphasizing algorithmic biases risks.","AI is characterized from both philosophical and technological dimensions, emphasizing its inherent lack of subjective agency.",2025/7/27,2025/8/16,2025/9/14
,,D2_proactive,1,"Mandating the submission of ""Prompt Documentation,"" including specific query statements and the nature of AI's contribution; strictly prohibiting the input of confidential internship company documents into AI systems.","Through ""Transparency Compliance,"" AI governance shifts from mere prohibition to the auditing of interactive processes.",2025/7/27,2025/8/16,2025/9/14
,,D3_responsibility,1,"""The student remains entirely responsible for the quality, accuracy, and originality..."" and teachers reserve the right to request ""Justifications"" for the AI-assisted portions.","The ""Student Full Responsibility System"" has been established, with on-site defense serving as the ultimate means to verify academic autonomy.",2025/7/27,2025/8/16,2025/9/14
,,D4_ai_as_aid,1,"Positioning AI as an auxiliary tool for ""Intellectual Autonomy""; explicitly listing 6 authorized uses (e.g., language improvement, logical ideation) and 6 prohibited uses.","The classification is exceptionally detailed, ensuring that the use of AI does not replace the cultivation of critical thinking.",2025/7/27,2025/8/16,2025/9/14
79,Georgia Institute of Technology,D1_tech_limit,1,"AI tools make up information, including citations and bibliographies. Submitting fake citations or references is an academic integrity violation. You need to carefully verify any citation and reference generated by an AI tool.", Submitting fake citations or references is an academic integrity violation.,2025/7/27,2025/8/16,2025/9/15
,,D2_proactive,1,Proposing "Record-keeping for prompts"; prohibiting NIH/NSF reviewers from using AI to write review comments; defining AI assistance as a potential violation similar to "Essay Mills.",By directly linking the logic of AI usage with the Scientific Misconduct Policy and shifting the focus toward documentation and transparency in the research process.,2025/7/27,2025/8/16,2025/9/15
,,D3_responsibility,1, "AI is not an accountable entity... the ultimate responsibility of research lies with the human.","The principle of ""Human as the Sole Responsible Entity"" has been established, clarifying that errors generated by AI cannot serve as an excuse for author exemption (i.e., ""written by AI"" is not a valid defense).",2025/7/27,2025/8/16,2025/9/15
,,D4_ai_as_aid,1,Positioning as a "Brainstorming partner" and "language booster for non-native speakers"; emphasizing that Prompt Engineering is a scientific skill requiring practice.,"Proactive and highly engineering-oriented, viewing AI as a scientific instrument requiring precise control.",2025/7/27,2025/8/16,2025/9/15
80,Technical University of Munich,D1_tech_limit,1,"Warning that AI detectors are not official plagiarism tools, are easily deceived, and pose privacy risks; emphasizing that AI content may weaken students' ability to independently achieve learning goals.","TUM adopts a pragmatic technological skepticism, viewing reliance on detection software as unsustainable, and instead pursues improvements in pedagogical approaches.",2025/7/27,2025/8/16,2025/9/15
